0,263
1,501
2,548
3,521
4,468
5,508
6,524
7,508
8,435
9,467
10,520
11,515
12,529
13,506
14,467
15,511
16,506
17,477
18,469
19,501
20,528
21,513
22,498
23,478
24,515
25,489
26,526
27,502
28,483
29,545
30,508
31,457
32,541
33,480
34,481
35,521
36,509
37,513
38,517
39,520
40,487
41,493
42,483
43,563
44,504
45,476
46,531
47,538
48,480
49,506
50,539
51,487
52,514
53,473
54,530
55,508
56,516
57,485
58,507
59,478
60,471
61,502
62,527
63,495
64,486
65,499
66,496
67,487
68,515
69,491
70,464
71,513
72,559
73,510
74,537
75,553
76,448
77,486
78,482
79,512
80,523
81,507
82,486
83,489
84,505
85,492
86,479
87,503
88,511
89,525
90,514
91,496
92,464
93,525
94,549
95,508
96,483
97,514
98,500
99,497
100,508
101,505
102,472
103,509
104,552
105,518
106,507
107,533
108,482
109,506
110,524
111,501
112,504
113,518
114,523
115,529
116,507
117,473
118,526
119,515
120,529
121,480
122,489
123,480
124,502
125,526
126,530
127,501
128,475
129,502
130,514
131,525
132,538
133,544
134,516
135,482
136,519
137,482
138,484
139,502
140,513
141,469
142,482
143,460
144,478
145,527
146,544
147,508
148,496
149,532
150,507
151,508
152,466
153,511
154,480
155,505
156,495
157,538
158,475
159,538
160,485
161,500
162,483
163,520
164,461
165,516
166,520
167,495
168,514
169,475
170,490
171,542
172,505
173,516
174,515
175,519
176,521
177,531
178,515
179,528
180,466
181,543
182,470
183,479
184,501
185,477
186,504
187,492
188,514
189,470
190,507
191,486
192,478
193,472
194,521
195,488
196,456
197,493
198,500
199,487
200,512
201,509
202,465
203,489
204,494
205,532
206,506
207,503
208,479
209,468
210,495
211,489
212,471
213,493
214,470
215,505
216,497
217,488
218,514
219,491
220,482
221,495
222,462
223,518
224,489
225,476
226,472
227,497
228,491
229,514
230,488
231,517
232,517
233,439
234,487
235,472
236,534
237,471
238,535
239,490
240,507
241,506
242,465
243,485
244,539
245,486
246,502
247,520
248,490
249,514
250,476
251,478
252,470
253,464
254,521
255,523
256,479
257,516
258,482
259,510
260,496
261,491
262,518
263,491
264,491
265,506
266,512
267,456
268,524
269,513
270,518
271,513
272,494
273,491
274,516
275,481
276,491
277,459
278,488
279,492
280,502
281,504
282,474
283,510
284,485
285,546
286,491
287,523
288,468
289,498
290,516
291,525
292,570
293,512
294,485
295,502
296,530
297,544
298,483
299,509
300,492
301,516
302,491
303,498
304,510
305,458
306,515
307,474
308,507
309,487
310,495
311,498
312,490
313,479
314,501
315,472
316,511
317,525
318,506
319,487
320,499
321,501
322,479
323,505
324,521
325,494
326,470
327,524
328,514
329,511
330,494
331,485
332,479
333,491
334,459
335,492
336,484
337,523
338,498
339,483
340,517
341,530
342,506
343,477
344,469
345,556
346,523
347,488
348,496
349,512
350,502
351,482
352,507
353,465
354,473
355,509
356,489
357,489
358,488
359,517
360,507
361,500
362,486
363,469
364,543
365,514
366,468
367,472
368,498
369,467
370,488
371,530
372,487
373,483
374,505
375,554
376,488
377,478
378,491
379,522
380,490
381,520
382,462
383,503
384,499
385,499
386,470
387,505
388,496
389,508
390,522
391,500
392,480
393,532
394,508
395,498
396,514
397,486
398,521
399,540
400,482
401,512
402,495
403,492
404,541
405,494
406,493
407,510
408,507
409,467
410,503
411,462
412,514
413,464
414,498
415,487
416,553
417,483
418,472
419,529
420,481
421,482
422,508
423,436
424,498
425,470
426,448
427,476
428,492
429,464
430,491
431,490
432,482
433,494
434,450
435,451
436,472
437,474
438,519
439,534
440,477
441,487
442,544
443,479
444,537
445,518
446,461
447,492
448,458
449,519
450,528
451,485
452,469
453,483
454,546
455,496
456,513
457,485
458,497
459,459
460,492
461,513
462,491
463,486
464,528
465,451
466,495
467,488
468,492
469,449
470,460
471,491
472,430
473,499
474,492
475,478
476,508
477,462
478,516
479,502
480,500
481,461
482,511
483,532
484,504
485,474
486,499
487,480
488,473
489,449
490,483
491,479
492,487
493,488
494,489
495,490
496,474
497,463
498,477
499,478
500,491
501,473
502,494
503,523
504,499
505,467
506,482
507,472
508,469
509,470
510,482
511,498
512,480
513,499
514,467
515,479
516,531
517,504
518,520
519,528
520,489
521,487
522,443
523,470
524,522
525,499
526,474
527,473
528,507
529,498
530,502
531,517
532,490
533,460
534,459
535,524
536,494
537,468
538,496
539,540
540,522
541,465
542,492
543,508
544,469
545,468
546,500
547,494
548,469
549,465
550,488
551,485
552,497
553,482
554,506
555,475
556,502
557,494
558,462
559,476
560,498
561,479
562,486
563,513
